Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Latin America & Caribbean (excluding high income),LAC,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,53.55113728,53.38576677,53.24732446,53.14704996,53.09838129,53.09060935,53.11242062,53.17028336,53.26090666,53.3786364,53.52007187,53.67770369,53.85164586,54.04527109,54.26067001,54.49536584,54.74134589,55.00202013,55.27819236,55.56488984,55.8567049,56.1659784,56.47848116,56.7735532,57.0621492,57.34737147,57.62988214,57.91574485,58.20551301,58.49620471,58.80730478,59.13519398,59.46724479,59.79850124,60.12464889,60.45458225,60.79314772,61.14138963,61.49664138,61.85291645,62.20489116,62.55373911,62.90007009,63.2455519,63.59006348,63.93015421,64.26543952,64.59637012,64.92165943,65.23496974,65.53326917,65.8095122,66.05875446,66.28839636,66.49150362,66.66940039,66.84045661,67.00316503,67.14471067,67.26707192,67.40117449,67.5453963,67.65805774,67.73077329,67.78158056
Lao PDR,LAO,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,55.54982327,55.42969372,55.33626483,55.23069509,55.03589163,54.89749493,54.86777609,54.82374388,54.76881467,54.70383309,54.62658379,54.54387215,54.45692911,54.35798956,54.22901726,54.03578048,53.76691361,53.44906775,53.13070221,52.86115106,52.6686648,52.55587152,52.50564778,52.48827203,52.48355241,52.49495018,52.52458949,52.56388196,52.6045149,52.64300764,52.67028529,52.67739806,52.66640736,52.642805,52.63068647,52.66207369,52.74700915,52.84351559,52.96181634,53.14451463,53.40815702,53.74957303,54.15010475,54.60049193,55.08616911,55.68038493,56.51609035,57.47695784,58.38029107,59.20199364,59.92683521,60.56712813,61.13890858,61.6652382,62.16915381,62.63511528,63.03785642,63.37044522,63.64998397,63.90170519,64.1514211,64.41148348,64.66598293,64.90686064,65.13580947
Lebanon,LBN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,51.78510326,51.23970047,50.78730766,50.46517919,50.27516046,50.35913637,50.67651246,51.0237657,51.39721352,51.79270402,52.20498685,52.63223622,53.07189602,53.51415796,53.95294827,54.33065355,54.71747524,55.16537718,55.60423661,56.05349688,56.49746686,56.92245264,57.34496131,57.72684359,58.03008427,58.29414378,58.53022945,58.7573173,58.97777763,59.12234885,59.20501216,59.33969535,59.57292459,59.87277809,60.2243972,60.63118335,61.07773879,61.5424234,62.02120833,62.50778739,62.98215929,63.44241306,63.91097667,64.41136946,64.95684432,65.52522296,66.06773979,66.56529975,67.01127137,67.38047786,67.64592699,67.82034138,67.93179458,67.98520363,67.99131809,67.41431284,66.28129942,65.20638045,64.20774184,63.31200253,62.92974139,63.09590484,63.30115379,63.45974295,63.67497442
Liberia,LBR,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,56.05251854,56.00680644,55.88619084,55.67139531,55.39469869,55.1369684,54.91685562,54.71253859,54.52435704,54.34959307,54.20253007,54.07964486,53.96688858,53.8582175,53.74516866,53.62592188,53.49360345,53.37363301,53.27151557,53.16152373,53.05959173,52.96299475,52.86795316,52.82904789,52.83210602,52.82186563,52.79628297,52.78825625,52.83022762,52.91857206,52.88629098,52.81671316,52.91297329,53.03986867,53.20358328,53.3702078,53.50981739,53.62832155,53.71191632,53.78078371,53.83884145,53.88504604,53.90923398,53.90663505,53.87372357,53.80723108,53.71172084,53.60779406,53.6015866,53.63480219,53.65252569,54.07193749,54.37946135,54.30634182,54.31712487,54.41595766,54.55069047,54.67856841,54.84640605,55.07272855,55.40188798,55.81110915,56.2633554,56.72566749,57.16541266
Libya,LBY,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,52.08849949,51.59463637,51.09238206,50.56279143,50.11418773,49.23071593,47.94283701,46.91061187,46.19493942,45.82874839,45.80531732,45.85145762,45.89239613,46.74626247,47.76376309,48.24435089,48.69528086,49.12055493,49.42972649,49.6521634,49.8899289,50.12016474,50.34962604,50.75742267,51.35896212,51.98106057,52.61164332,53.26128358,53.94792218,54.70124939,55.52302637,56.40793685,57.36239406,58.38138027,59.439434,60.49602565,61.50034697,62.41684748,63.19613392,63.88887585,64.36011617,64.57079202,64.72330811,64.83772504,64.90174434,64.9260309,65.12016884,65.43800234,65.70420163,65.9230983,66.05753082,65.0988704,64.10799557,64.30277375,64.44015766,64.49620967,64.59408074,64.80176388,65.12086449,65.49196109,65.89073238,66.31838042,66.74112651,67.16068325,67.56837772
St. Lucia,LCA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,49.08111961,48.01878266,47.15517697,46.46590487,45.90902026,45.46452291,45.52448369,45.87028727,45.91931503,45.73393077,45.43374901,45.2088922,45.16518556,45.28456343,45.55147581,45.96342289,46.49232822,47.50053665,48.78662569,49.80302566,50.44094224,50.84718485,51.25176197,51.57044092,51.78842658,51.96560815,52.18151617,52.46514421,53.29350632,54.56496658,55.71663288,56.42882741,56.78379008,57.15061002,57.49365961,57.8524776,58.34621252,58.95562008,59.73693483,60.58729308,61.30718213,61.99430217,62.69541762,63.41934831,64.17781404,64.95818966,65.74061294,66.50860168,67.19962087,67.76477098,68.34263179,69.00192665,69.62016148,70.15432446,70.64979887,71.13367581,71.56895119,71.91451838,72.18035556,72.39525727,72.55715973,72.71372716,72.81534391,72.83172834,72.84630599
Latin America & Caribbean,LCN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,53.66893714,53.51331062,53.38550847,53.29398389,53.25111827,53.2480459,53.27474208,53.33782316,53.43512503,53.56187098,53.7167902,53.8925465,54.08586757,54.29836474,54.53023654,54.77863488,55.03594479,55.30513765,55.58758479,55.87820981,56.17290235,56.48283348,56.79371056,57.08632665,57.3703889,57.64878827,57.92194974,58.19550428,58.47069693,58.74550382,59.03828082,59.34625525,59.6591329,59.97317027,60.28470877,60.60144319,60.92750266,61.26417233,61.60904914,61.95666039,62.30159422,62.64468766,62.98699946,63.33011348,63.67331635,64.0106649,64.34232886,64.66742193,64.98403901,65.28688793,65.57568382,65.84358573,66.0833945,66.3022311,66.4944183,66.66116761,66.81830339,66.95686986,67.06420889,67.15438379,67.26779033,67.40328898,67.51667355,67.59512845,67.65274445
Least developed countries: UN classification,LDC,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,54.56967978,54.44489015,54.30975231,54.13778658,53.94262525,53.76129523,53.59413078,53.43503855,53.28721085,53.14210765,52.99576425,52.85604124,52.70523485,52.56033567,52.44762301,52.35615195,52.27244302,52.19678618,52.1377577,52.08347494,52.00761956,51.92471456,51.88412786,51.89303799,51.91425873,51.94060834,51.98912012,52.05887781,52.14158677,52.21830897,52.29183289,52.39309779,52.51323743,52.61610213,52.76265297,52.91125907,52.97654786,53.04775405,53.18918296,53.35966917,53.52661381,53.6658381,53.77343628,53.88099095,53.99873069,54.12201095,54.24508701,54.37753863,54.52241093,54.67345525,54.83895006,55.02691624,55.22094811,55.41831918,55.62139391,55.83219128,56.05293401,56.25264768,56.42320747,56.58897833,56.76677075,56.94924223,57.14076054,57.34308435,57.53774858
Low income,LIC,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,54.24240105,54.18098688,54.11124906,53.99258013,53.84287853,53.70344286,53.52795705,53.30858935,53.11093093,52.94269522,52.79136968,52.64058033,52.49185531,52.37665441,52.29635674,52.23153986,52.1651156,52.10774807,52.10504955,52.11509,52.08911531,52.0607766,52.08880967,52.13857452,52.15286079,52.15819825,52.16116696,52.17092726,52.18635831,52.16929695,52.12477074,52.09587057,52.08382356,52.0110936,52.01340978,52.04370411,51.92521703,51.8027492,51.80713408,51.87325224,51.92917939,51.99272168,52.04493809,52.09597859,52.16815471,52.24961348,52.35478466,52.49772815,52.60690715,52.68718162,52.78811828,52.89303839,52.95200693,52.94219026,52.93832172,53.00438021,53.16273014,53.37129686,53.60808575,53.8608047,54.09897968,54.32951265,54.57491727,54.85048246,55.11172372
Liechtenstein,LIE,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,63.18183196,63.28776061,63.46610317,63.67514124,63.86508308,63.98602338,64.09315011,64.22471106,64.23395832,64.15236156,64.14027952,64.2284894,64.51062862,64.89038711,65.1967986,65.5307684,65.91978632,66.29122082,66.74880894,67.22286269,67.74945694,68.2304656,68.61337873,69.09194855,69.57917864,70.01499528,70.2873941,70.45462733,70.65458744,70.80996776,70.96495024,71.01115153,70.94050162,70.87669871,70.80650959,70.82621725,70.90111845,71.01476535,71.04884502,71.02545299,71.14124362,71.17868676,71.07209009,71.05549031,71.06736264,71.02809126,70.96681963,70.85107591,70.6420077,70.29425764,70.06125255,69.89757234,69.64244238,69.34299648,68.979482,68.66176471,68.28924631,67.88549689,67.47577272,67.07206035,66.76941729,66.42633951,65.96637587,65.49068135,65.01128668
Sri Lanka,LKA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,54.8135677,54.95335689,55.1623716,55.38583572,55.54207524,55.64844971,55.77690344,55.92398787,56.0818605,56.26410585,56.46030271,56.66885358,56.9152262,57.22523596,57.59178421,57.96287965,58.28882624,58.56862707,58.79875428,58.97658196,59.13006717,59.25407105,59.35736391,59.45922535,59.5528861,59.79407306,60.2349628,60.69748293,61.12636774,61.54011092,61.83002157,62.18241387,62.78219136,63.45049461,64.11349686,64.72497899,65.26279672,65.71661315,66.08540825,66.43793112,66.79326318,67.10515175,67.31974883,67.44590632,67.51848715,67.54119879,67.51881632,67.46366301,67.38102816,67.27678669,67.15323164,67.00638934,66.85117541,66.68068897,66.49209308,66.3165734,66.1761492,66.0772313,66.01099675,65.9700521,65.94683662,65.93836216,65.92726111,65.90001696,65.86577366
Lower middle income,LMC,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,55.2345619,54.93805887,54.63747371,54.32541136,54.08928242,53.95995373,53.87352678,53.83281161,53.81757854,53.81089897,53.84445629,53.88277133,53.9226664,53.97816256,54.04611418,54.14340643,54.24705692,54.36111781,54.47732274,54.58627032,54.69431827,54.77796357,54.84311699,54.90817498,54.96599216,55.02548362,55.10223691,55.20259052,55.329268,55.47302597,55.63339228,55.81318322,55.99470197,56.20073695,56.43135342,56.68506231,56.96755026,57.27719909,57.61535844,57.96682894,58.31407448,58.64335423,58.94715288,59.24609078,59.56181263,59.88382123,60.20620415,60.52686461,60.83052083,61.1173938,61.3949171,61.65836894,61.90557009,62.14267675,62.36991224,62.58708453,62.80529111,63.01834775,63.21582152,63.4058342,63.61643254,63.85229459,64.07053385,64.2677107,64.47734999
Low & middle income,LMY,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,55.49391849,55.44184668,55.26953003,54.9118527,54.60469701,54.45017267,54.37149457,54.40189023,54.44991291,54.46699794,54.53572885,54.60503906,54.71531508,54.83427435,54.87877641,54.91472121,54.96748056,55.18225139,55.64004669,56.10604357,56.50220503,56.87596185,57.18487496,57.5143061,57.8781367,58.20806933,58.49923488,58.73763066,58.95594046,59.13775345,59.26230989,59.40003025,59.55320042,59.70363885,59.88986717,60.11824934,60.38101772,60.69685793,61.03399544,61.37106982,61.72254395,62.08888244,62.46873706,62.84121375,63.21468101,63.59340107,63.91565983,64.16456469,64.37453722,64.55003224,64.70025189,64.81956322,64.89193097,64.92941452,64.94240783,64.94001682,64.93001766,64.89633243,64.86736763,64.85776471,64.87908742,64.95603542,65.04225757,65.14196876,65.29704641
Lesotho,LSO,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,50.37318398,50.35060831,50.375057,50.51584794,50.8271876,50.99055778,50.92629919,51.0689209,51.45339992,51.91072032,52.41238236,52.93037796,53.44207783,53.92481569,54.34856963,54.68607544,54.85948723,54.81709997,54.63118954,54.38346208,54.1184078,53.86259218,53.62568645,53.41068539,53.22319095,53.06752706,53.31962298,53.49059816,53.2335579,53.04371801,52.94444481,52.93844343,53.01668282,53.17928923,53.4229787,53.72434614,54.04192873,54.41845996,54.8801606,55.37192744,55.86627264,56.3310748,56.77901056,57.20745761,57.5883415,57.91717783,58.25632852,58.59629641,58.85561472,59.05326059,59.22378999,59.35281322,59.44745618,59.4960428,59.47519553,59.47363682,59.54702871,59.70503134,59.92685026,60.14846528,60.36892259,60.6177776,60.91028846,61.24956305,61.62431054
Late-demographic dividend,LTE,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,56.62927961,56.7779395,56.74589809,56.3680266,56.05862478,55.9822529,56.00534625,56.20012715,56.39463177,56.51341655,56.70201657,56.87186497,57.11049827,57.34758543,57.40976669,57.42012494,57.44943831,57.77791222,58.58455676,59.40793318,60.09033168,60.74005519,61.27037512,61.8610809,62.53960497,63.15024613,63.66428647,64.04333662,64.35785098,64.58522552,64.67398085,64.76800097,64.91850909,65.06522045,65.26114146,65.51808778,65.83669185,66.25273036,66.67874027,67.09272636,67.54638905,68.05760555,68.64047602,69.21148579,69.76457794,70.34087562,70.79352042,71.07757133,71.2972936,71.45618226,71.54983643,71.56084169,71.45873734,71.27406659,71.02162876,70.72191033,70.38910852,69.98137138,69.59337102,69.26670172,68.99167803,68.82965699,68.72159178,68.67252212,68.76409198
Lithuania,LTU,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,64.95493382,64.59009347,64.30437322,64.06998857,63.91054317,63.74492983,63.543455,63.35561831,63.10323977,62.89810321,62.83121569,62.79294316,62.77263089,62.89565425,63.19074555,63.60939075,64.03416925,64.39590278,64.73313898,65.06041878,65.38290682,65.74490207,66.11968739,66.44357478,66.67231635,66.82901093,66.90432262,66.88577417,66.54744746,66.45567428,66.58168274,66.40804883,66.21019706,66.03132469,65.96226809,65.9235718,65.86776468,65.82606413,65.84684663,65.97771751,66.2053387,66.43048784,66.67609839,66.90172806,67.02334143,67.1144187,67.23870331,67.42206257,67.58779677,67.67569092,67.46801962,67.17777591,67.08455343,66.99362704,66.81151574,66.50620973,66.08210666,65.58681659,65.22227828,65.03269342,64.95040981,64.94299939,65.09026971,65.25667119,65.12753359
Luxembourg,LUX,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,68.15318078,67.72116886,67.36132945,67.04284989,66.66855693,66.27778073,65.92529655,65.62340265,65.43424914,65.34841233,65.30212299,65.41514113,65.71065311,65.92664397,66.09011014,66.3153609,66.60648577,66.88490682,67.09800538,67.34542318,67.66436031,68.04312935,68.46182504,68.9460724,69.35398575,69.56357507,69.68679892,69.7598371,69.67287126,69.48161986,69.26355777,68.98404155,68.6706798,68.33106747,67.97784346,67.65806769,67.39870437,67.20075614,67.05410411,66.9390575,67.02412684,67.13978334,67.11463221,67.18835069,67.27602606,67.37303205,67.53615189,67.7138901,67.92882479,68.14104758,68.3512347,68.68260494,68.96840083,69.06056554,69.12799153,69.24268176,69.40588443,69.51066689,69.52800604,69.51059641,69.44038744,69.3493723,69.27871424,69.07388084,68.74639692
Latvia,LVA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,67.18760081,66.89822793,66.7626135,66.74613893,66.78289752,66.8043717,66.80697052,66.77665855,66.64884408,66.50669942,66.38779772,66.25465436,66.11825163,66.11208457,66.17572051,66.23098535,66.31997416,66.41350797,66.50551662,66.5475034,66.57302711,66.69232173,66.86332168,66.94330246,66.97196747,67.05244064,67.08745268,67.04787292,66.93514347,66.83440685,66.80780631,66.48474484,66.00539271,65.77329922,65.68187754,65.69058738,65.80922253,66.02168064,66.40745678,66.91957829,67.34311878,67.66893997,67.94660352,68.15191806,68.29673868,68.40250408,68.4155749,68.38151634,68.23263779,67.89757906,67.56821689,67.28370684,66.96112592,66.49750871,65.912151,65.35854029,64.81896949,64.31701632,63.96901205,63.65256498,63.32999934,63.14975124,63.06224193,62.9758563,62.85086877
"Macao SAR, China",MAC,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,54.69129997,54.21755912,54.39838704,54.8991133,46.19419025,41.44264035,44.5025053,47.65996091,50.75697953,53.7112328,55.87607398,58.73779222,63.80751224,52.13023921,36.42874243,41.77292629,47.01882776,52.10936387,56.87777432,61.28266427,65.25231921,67.5149007,67.98656985,68.08390295,68.14919633,68.20454721,68.23267624,68.19570942,68.96743702,69.64219649,69.47408743,69.23130008,68.77959213,68.32255298,68.06866579,67.97397998,68.012805,68.2326312,68.65104893,69.26328145,70.08808417,71.11103623,72.27486437,73.52324791,74.82051016,76.06984511,77.18736149,78.18814017,79.05108876,79.73622478,80.28795028,80.55486791,80.28353269,79.67516948,79.00062919,78.31877964,77.68170686,77.01987999,76.21756845,75.26767058,74.3158243,73.55782385,72.98228951,72.42599398,71.82143442
St. Martin (French part),MAF,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,49.67650865,49.46420429,49.31521979,49.21365144,49.36289237,49.95996797,50.80095923,51.62646199,51.914632,51.79788684,51.71159253,51.64191088,51.61114145,51.57280376,51.61005734,52.14549588,53.07729171,54.00620913,55.00798977,56.17636116,57.54102317,59.10214168,61.8864546,65.12407488,67.49799752,69.01522212,69.91674974,70.33755774,70.40928039,70.35496919,69.76740066,68.70540442,67.78020391,67.07306661,66.57260395,66.27926705,66.21098394,66.36315583,66.75885526,67.04970376,67.06560875,67.0394598,66.98360967,66.88532181,66.74806307,66.63522754,66.59645681,66.6614786,66.86272874,67.22005342,67.32960712,67.03400461,66.69796515,66.48449296,66.46907251,66.48157564,66.41829186,66.51374279,66.04465178,63.65254695,62.4756182,63.04696105,62.6902894,61.66566719,60.25680279
Morocco,MAR,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,52.32781127,51.76546174,51.25948827,50.81052263,50.54687477,50.37482709,50.20156556,50.08293138,50.03388824,50.05379471,50.13246517,50.27056348,50.4367086,50.6240633,50.8602044,51.14199722,51.46824895,51.84488061,52.2477829,52.63851608,53.00381661,53.3449378,53.67035735,53.99182567,54.32046444,54.67034196,55.04431192,55.44031817,55.85967241,56.29884766,56.75505345,57.21168995,57.66985093,58.16041298,58.69848156,59.22718176,59.72766261,60.22435984,60.70847221,61.18166475,61.64176037,62.09564113,62.55501056,63.01942327,63.51235686,64.02390904,64.48528985,64.86880303,65.18903318,65.44698821,65.63308075,65.76306254,65.87728948,65.99195308,66.07975552,66.13071726,66.16241986,66.15698574,66.10848817,66.0482046,66.03034019,66.05425315,66.0858882,66.13906051,66.22843918
Monaco,MCO,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,66.55585106,66.83713072,66.73687071,66.0531606,65.31858154,64.75447353,64.41494996,64.3765739,64.26590434,63.86009819,63.58833605,63.39999593,63.19483549,63.18602425,63.31015079,63.22621125,63.05006855,63.07686452,63.26887298,63.64227945,64.16443912,64.82431393,65.26132467,65.22773198,65.06206799,64.9472695,64.85864054,64.80846295,64.82765568,65.07055363,65.31119785,65.25331026,65.06402474,64.88574136,64.72406814,64.55123541,64.39890067,64.29161793,64.23646084,64.2851633,64.33160271,64.1415231,63.80334038,63.4882392,63.21597152,63.02235331,62.95094752,62.98390263,62.62250283,61.40405086,59.80369985,58.29196801,56.89550863,55.65210032,54.57955049,53.61155698,52.80475373,52.16704708,51.46706155,51.16770317,50.74046333,49.89617671,50.03788706,50.46397905,50.36110895
Moldova,MDA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,60.5473891,60.03434602,59.71350095,59.6449556,59.83643809,60.21471826,60.6924263,61.23643699,61.8141529,62.40193723,62.96762167,63.5076276,64.03245614,64.51503388,64.97709779,65.38936175,65.70613986,65.92679355,66.04216639,65.92537532,65.75357827,65.71402442,65.6633896,65.54409603,65.33086268,65.04279791,64.70782477,64.41580119,64.18009476,63.98748249,63.87478017,63.81321132,63.73493071,63.65469163,63.66075117,63.7854987,64.02665387,64.40450066,64.96287263,65.66302001,66.42036011,67.21744869,68.03935476,68.85736614,69.58423464,70.09791613,70.42653915,70.71130451,71.04628015,71.43666981,71.8248377,72.09691375,72.18297742,71.94949743,71.16534823,70.05893681,68.98369692,68.02353846,67.19721109,66.41911069,65.71645199,65.15631023,64.73727086,64.39306896,63.99976211
Madagascar,MDG,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,51.44393624,50.88347043,50.38175482,49.9670916,49.81884042,49.89812026,49.99117467,50.06589276,50.11770011,50.14118583,50.13283118,50.09067724,50.02282527,49.94913247,49.88614099,49.83485017,49.78766316,49.74121407,49.69360646,49.64972855,49.62684179,49.6460156,49.70937741,49.81129568,49.94690194,50.11129197,50.31531574,50.54544818,50.7708126,50.98243712,51.17353796,51.34330139,51.50086094,51.64191163,51.75397849,51.82466175,51.84535231,51.82929866,51.79371303,51.76263176,51.76039931,51.76581974,51.77715696,51.82515728,51.92072623,52.07401794,52.27642578,52.50216514,52.74716895,53.0149827,53.31869878,53.67831581,54.08565171,54.51070201,54.90167962,55.24024989,55.54550254,55.81569722,56.04921795,56.25699116,56.45729049,56.65779857,56.86623965,57.09270431,57.3379907
Maldives,MDV,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,58.92125738,58.61775611,58.13239807,57.46574087,56.58093422,55.31305835,53.98201951,53.11146164,52.67608303,52.39266164,52.14923084,51.97858858,51.91573514,51.97680665,52.01703861,51.89091773,51.72766742,51.68465741,51.63215579,51.5321776,51.48967149,51.52404406,51.66219724,51.91036577,52.13303076,52.00611035,51.55825131,51.10103754,50.76333254,50.53401213,50.32278588,50.14915779,50.10606054,50.23766355,50.55756672,51.08143807,51.80276504,52.66158027,53.64500545,54.76673684,56.04313192,57.41445596,58.76958054,60.08850184,61.39078505,62.66671888,64.14062724,65.82983799,67.41886545,68.77654153,69.89179361,70.78068049,71.46254828,71.97281479,72.37323418,72.77498283,73.22076299,73.66933821,74.09704322,74.49680254,74.88710334,75.30453634,75.53598362,75.60590045,75.76776386
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,54.26199525,54.028297,53.79866382,53.55061055,53.3088953,53.09586825,52.90922105,52.75878941,52.6506573,52.58299544,52.54170845,52.52061524,52.51550268,52.53446356,52.57660494,52.60341698,52.60379142,52.64174615,52.71940344,52.80670316,52.93691144,53.14152254,53.27966668,53.29322422,53.25985826,53.23308173,53.2449855,53.2746957,53.31022004,53.35952514,53.47180722,53.65532414,53.7822766,53.8857444,54.09271941,54.4356288,54.85627637,55.34383814,55.89235945,56.46590728,57.05982616,57.66026707,58.19152794,58.7084726,59.26845042,59.81021108,60.33001524,60.84281661,61.23696692,61.49911591,61.67015617,61.78587242,61.83710454,61.82501577,61.7758092,61.75309024,61.74726226,61.72389641,61.70658707,61.75604873,61.87174479,62.01902023,62.27768185,62.53955115,62.80476161
Mexico,MEX,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,50.42010312,50.2857051,50.17506044,50.09584328,50.02821025,49.93746189,49.84365024,49.76546842,49.69295739,49.62848693,49.57465965,49.5356237,49.52691985,49.55591061,49.62665179,49.74892256,49.92792006,50.16501161,50.45865759,50.8162681,51.24416952,51.81062975,52.46422395,53.08973001,53.68831324,54.25179017,54.78695307,55.31240874,55.82372492,56.32051741,56.86380685,57.43478051,57.94503187,58.37291438,58.74209589,59.08133485,59.40795781,59.73243568,60.04406999,60.35107359,60.66581762,60.97768042,61.28165902,61.58241716,61.90110726,62.25312987,62.62791457,63.01639789,63.40373811,63.77774861,64.13046569,64.4415301,64.69844767,64.92347624,65.14100337,65.37139881,65.61815323,65.86823025,66.10739725,66.31858504,66.52962542,66.75298441,66.94340917,67.09538207,67.24193709
Marshall Islands,MHL,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,48.01224282,47.54583087,47.2040622,46.9435328,46.81204569,46.82660537,46.99467269,47.69230769,49.05598631,50.64892394,51.51797603,50.9490082,49.75513181,48.79174973,48.3021031,48.10446021,47.83871803,47.54259913,47.21706382,46.8971199,46.67175746,46.57213355,46.53781085,46.50541496,46.45516214,46.38586921,46.30911775,46.24644852,46.30443515,46.57573533,47.02099532,47.57886652,48.23389922,49.00357799,49.88839169,50.85620163,51.87698616,52.931444,53.99762657,54.94556936,55.72362518,56.45459436,57.16633122,57.81829449,58.37251286,58.76199283,58.92580661,58.88440473,58.73054007,58.52437114,58.28489629,58.19582912,58.40837045,58.7991555,59.25375532,59.73811744,60.18151711,60.5665284,60.94291708,61.33866588,61.74587007,61.70498223,61.2695561,60.91250934,60.88473421
Middle income,MIC,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,55.56685533,55.51605688,55.33797014,54.96610801,54.64965513,54.49426752,54.42130958,54.46654627,54.52923528,54.55741628,54.63932789,54.72187868,54.84778497,54.98107322,55.03362509,55.07633028,55.13710583,55.36939852,55.85706476,56.35337402,56.77689049,57.17493078,57.50120837,57.84984299,58.2377469,58.59022316,58.90142288,59.15605012,59.38882891,59.58545392,59.72261048,59.87279617,60.04104805,60.21286427,60.4172119,60.66484527,60.96049429,61.31341341,61.68120151,62.04569777,62.42608396,62.82277392,63.23804399,63.64705118,64.05548045,64.47025853,64.82456448,65.09732402,65.33043728,65.52905249,65.69882817,65.83476697,65.9225741,65.97689907,66.0037845,66.00882331,65.99909104,65.95992908,65.92439246,65.90940055,65.92952778,66.01103211,66.10116977,66.20366165,66.36822258
North Macedonia,MKD,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,57.34265978,57.37011067,57.57432761,57.96253537,58.43517109,58.8506882,59.28109242,59.75758487,60.23894762,60.74566771,61.25054681,61.65263288,61.97161981,62.2772809,62.61077804,62.92214228,63.1538807,63.33910373,63.59751618,63.92700219,64.29524407,64.71986261,65.06806242,65.31072578,65.5107395,65.65921034,65.77584095,65.86572928,65.9135153,65.95542332,66.00469693,66.09902558,66.19231369,66.18429488,66.04596556,65.94621357,66.02817416,66.17772974,66.32374969,66.53389236,66.82096631,67.10266316,67.34228849,67.55578307,67.81015638,68.11183236,68.38985886,68.58584073,68.74500805,68.90806239,69.04467696,69.14619871,69.14265039,68.959186,68.73906159,68.55008115,68.31225037,67.99611619,67.56267879,66.99913208,66.44194452,66.05361925,65.7535486,65.43042464,65.15250336
Mali,MLI,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,57.00176768,56.93121825,56.87663925,56.79566749,56.64940119,56.5039265,56.36828578,56.20470426,56.01965386,55.81840762,55.60783192,55.3748904,55.12458423,54.86888077,54.59251979,54.28738204,53.94749459,53.5998029,53.25839012,52.9028616,52.54945064,52.2053675,51.87503948,51.57872078,51.28962027,50.96883301,50.60508526,50.22651916,49.88560953,49.62997799,49.47818513,49.37165491,49.29617454,49.27580677,49.31050935,49.39682822,49.50897824,49.64015857,49.81205309,50.0022022,50.1787069,50.35005412,50.4991923,50.60224888,50.64997208,50.62219103,50.54746952,50.45778654,50.34473931,50.21097256,50.0564151,49.8881007,49.62286296,49.41397906,49.37539631,49.37590565,49.42816896,49.53435269,49.6819286,49.89607305,50.19005739,50.51363012,50.82371805,51.13448317,51.47370077
