Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Czechia,CZE,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,64.99388206,65.24169077,65.65607805,65.96955927,66.08495217,66.15148224,66.26055503,66.37533677,66.46948225,66.53593914,66.57330444,66.53452653,66.35174864,65.99252893,65.42853397,64.77705685,64.1841008,63.67897579,63.29480496,63.08100814,63.11169985,63.39751146,63.81489053,64.27518505,64.62223689,64.76030977,64.82377604,64.93061672,65.14933677,65.53368288,66.02046294,66.47952217,66.91045133,67.33808619,67.77114604,68.16811025,68.49245658,68.79944954,69.10670492,69.42962692,69.77759856,70.134606,70.47687927,70.805345,71.07208392,71.23284893,71.30123634,71.24099024,71.0094411,70.62228142,70.1383515,69.50926448,68.74047035,67.99176114,67.29807685,66.62951813,65.96015286,65.30018025,64.69156561,64.14004903,63.70320857,63.39393007,63.53398925,63.7804638,63.75732021
Germany,DEU,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,67.24036385,66.60826369,66.06355801,65.57779495,65.09420524,64.69560439,64.29981604,63.81397458,63.44239339,63.29877287,63.178159,63.08421585,63.12619023,63.28438276,63.46961488,63.68281425,64.01842964,64.39601014,64.81282532,65.31428336,65.94407165,66.75356198,67.64207806,68.5085831,69.16811418,69.45755815,69.52379797,69.5187649,69.41894944,69.25824102,69.04589729,68.83989275,68.73104974,68.6086205,68.45318319,68.35134156,68.30633585,68.27205443,68.23551142,68.11361201,67.88567064,67.66420369,67.47239814,67.26838056,66.98018132,66.64812804,66.29348697,66.02348806,65.86964434,65.72121704,65.73864292,65.89949339,65.9715438,65.95446931,65.86219378,65.73653535,65.53850994,65.2493405,64.98762233,64.70900958,64.39354555,64.00773169,63.6285625,63.29438578,62.89425241
Djibouti,DJI,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,53.4722868,53.62009173,53.76488749,53.91378535,54.01632791,53.93429399,53.70327797,53.4542002,53.21031887,52.9753047,52.75357327,52.54421927,52.3495322,52.17569165,52.02776545,51.90893153,51.82025423,51.76071135,51.72935902,51.72866183,51.7603548,51.82205354,51.91254764,52.02690818,52.16298271,52.3201643,52.49442055,52.68008147,52.8734446,53.07086012,53.26255288,53.447041,53.63648635,53.85403719,54.08394632,54.33882927,54.68120516,55.37493441,56.20746062,56.81714622,57.26855417,57.69052252,58.0672571,58.18352122,58.14639095,58.20587559,58.46267195,58.84040239,59.23195444,59.61842052,59.96894388,60.31068227,60.64489435,60.99508085,61.38992288,61.84264044,62.35490092,62.90894216,63.47648342,64.01889761,64.51636983,64.96109692,65.3492757,65.68964568,65.97912078
Dominica,DMA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,49.8273597,49.51626431,49.23623417,48.90263853,48.4985021,48.01706966,47.45841537,46.83804862,46.18548822,45.5527015,45.43739479,45.9996836,46.75563802,47.49697171,48.219523,48.91330925,49.57093464,50.21924827,50.85976335,51.51317863,52.22623592,53.17937687,54.35253654,55.45398642,56.35824914,57.0653992,57.6025992,57.99740929,58.21407074,58.17528705,57.8819998,57.6991623,57.87738911,58.15864329,58.43054846,58.69494807,58.95836335,59.24616517,59.5447345,59.84797334,60.1604122,60.59117268,61.16474322,61.75672323,62.31263383,62.85635307,63.40825358,63.97545299,64.52784152,65.00929368,65.3935244,65.99086216,66.57069483,67.3886538,68.20016199,68.67845476,68.68252247,68.48306118,68.6869724,68.84156717,68.96837494,69.06342073,69.12153113,69.14622503,69.1707575
Denmark,DNK,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,64.20200061,64.5267053,64.80919606,64.94678835,64.9253763,64.82337277,64.65580542,64.49332424,64.41358487,64.39400924,64.43497874,64.41336014,64.30674258,64.22893349,64.13467489,64.01423168,63.97205924,64.02536547,64.16203181,64.40361796,64.74177355,65.19826993,65.65190346,65.99309703,66.27281558,66.47131595,66.64338854,66.87898157,67.07543804,67.20568939,67.35253184,67.45722953,67.4661748,67.46411437,67.44243559,67.37430637,67.26984147,67.13564811,66.98924374,66.83663705,66.68246668,66.53823373,66.41213224,66.29549418,66.20394338,66.14170962,66.0847332,66.01448987,65.89823169,65.70776436,65.45037841,65.13910178,64.83532077,64.61715312,64.47476644,64.38036589,64.28256446,64.14787913,64.00759119,63.85696671,63.69273587,63.57794258,63.56297371,63.53286445,63.43754622
Dominican Republic,DOM,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,48.81198702,48.50798159,48.27808615,48.12773451,48.02252066,47.96164363,47.99744253,48.14160488,48.37933758,48.69600085,49.07142971,49.48951032,49.93645584,50.40006984,50.87752892,51.36520312,51.85481208,52.34309727,52.82880297,53.30965164,53.77230938,54.21835192,54.64716046,55.03559927,55.39393135,55.75187811,56.11137586,56.46621694,56.81151404,57.12982672,57.42276556,57.70484693,57.97998758,58.24872411,58.52155494,58.8061369,59.09329559,59.3962243,59.73939882,60.08970534,60.39409076,60.66574556,60.94603792,61.2633983,61.63970973,62.06354903,62.51163597,62.95993891,63.37721832,63.74692698,64.06774319,64.34757747,64.57213613,64.73506897,64.88921192,65.06590094,65.2322228,65.35772581,65.43410307,65.47318266,65.50744892,65.53424782,65.52090743,65.50513709,65.54187391
Algeria,DZA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,51.34056933,50.80579318,50.28262349,49.75843586,49.33268269,49.06740273,48.95741239,48.96681783,49.07146752,49.22831283,49.37864921,49.51227171,49.6498787,49.8102094,50.01368157,49.92723519,49.48600691,49.37133115,49.64786461,49.96029613,50.28434732,50.61675809,50.96452367,51.33697201,51.73821239,52.1655896,52.62878059,53.12225405,53.64911531,54.20323521,54.7842197,55.34131762,55.70021369,56.02734028,56.53351402,57.16327574,57.89818563,58.71771714,59.70911888,60.82836671,61.91142103,62.93944046,63.91600196,64.81354825,65.5972505,66.25012697,66.76758664,67.16420807,67.44495879,67.60630925,67.64818224,67.56848164,67.3421405,66.92238176,66.35894085,65.76232569,65.17396474,64.58714621,64.0409495,63.58580478,63.2634495,63.06906137,62.9718445,62.98379379,63.08878327
East Asia & Pacific (excluding high income),EAP,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,55.58329053,55.82895704,55.77019836,55.25898797,54.78270269,54.56366854,54.47334522,54.59004131,54.72319273,54.76546895,54.87559898,54.97383581,55.1748021,55.3781668,55.38583231,55.34773757,55.34867112,55.72399777,56.67028521,57.66158945,58.49307327,59.25817512,59.87718111,60.58100828,61.40010143,62.13812211,62.76315214,63.23508666,63.63192875,63.92255181,64.04491933,64.16306695,64.33648804,64.49561166,64.69230798,64.94218334,65.25345629,65.66108902,66.05590433,66.42287541,66.83763961,67.31757245,67.88694666,68.46346928,69.03413531,69.63151561,70.0880181,70.35252367,70.54246082,70.67364835,70.75306157,70.7733277,70.70310193,70.56098188,70.36770031,70.14178161,69.88221182,69.53947327,69.2124721,68.9511905,68.74863144,68.66427824,68.62642221,68.65462459,68.83531282
Early-demographic dividend,EAR,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,55.26772389,54.98672572,54.70042071,54.40934027,54.17586995,54.02314314,53.91181026,53.84471497,53.80503539,53.78170894,53.80218096,53.83710386,53.87793967,53.94081637,54.0255798,54.13977884,54.26587342,54.41023681,54.56037976,54.71177857,54.86878171,55.02691364,55.18113909,55.32665181,55.46403843,55.59764659,55.74127639,55.8962896,56.06334352,56.24235479,56.44205084,56.66111225,56.86625983,57.08328281,57.32102545,57.59157873,57.90125881,58.24337224,58.62278722,59.0197377,59.41523712,59.79798533,60.15804498,60.51430886,60.88469625,61.25276979,61.6177502,61.97826303,62.314483,62.63109198,62.93824029,63.22859542,63.49766674,63.75312279,63.99438062,64.23117281,64.45779188,64.66826948,64.85880783,65.03870153,65.24023153,65.46570647,65.6834746,65.87571785,66.06707678
East Asia & Pacific,EAS,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,56.40476583,56.65267826,56.66754938,56.28771648,55.95244191,55.81964667,55.77818778,55.88993968,56.00020848,56.05668737,56.17128461,56.27353846,56.43676236,56.60185767,56.60807025,56.58877284,56.60905501,56.95655754,57.80140967,58.68688158,59.43711717,60.11997829,60.67505241,61.32180311,62.0730164,62.75908061,63.35567527,63.82041261,64.21762417,64.51618555,64.65643489,64.78078326,64.94355697,65.08882413,65.26469138,65.48620644,65.7592919,66.11166557,66.45017446,66.76287863,67.11034095,67.50916074,67.99035777,68.48439421,68.97330668,69.47984717,69.86129168,70.07520656,70.22508445,70.32927068,70.39689719,70.40014367,70.3024197,70.13357555,69.92006077,69.6827456,69.42032688,69.08454766,68.76545039,68.508183,68.29826287,68.1929287,68.14183473,68.15434599,68.2946257
Europe & Central Asia (excluding high income),ECA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,60.05561035,59.49596522,59.13927533,58.89191962,58.7766491,58.72418304,58.70217901,58.72423764,58.75118968,58.83945198,59.00828031,59.20265226,59.40118321,59.63668848,59.89678743,60.17826239,60.45443034,60.69430136,60.94098984,61.07445183,61.19572233,61.43226354,61.67881536,61.85537482,61.95987672,62.06106806,62.15291184,62.22602931,62.27043868,62.27934628,62.27546684,62.26827996,62.24399248,62.21364488,62.22989922,62.38420665,62.67040209,63.00858555,63.45377509,63.99189074,64.5169774,65.00484092,65.43651856,65.7956754,66.11843259,66.44249928,66.76908505,67.07447299,67.41346109,67.74751622,68.02623911,68.23192291,68.28365943,68.24692585,68.1303892,67.92449851,67.67261208,67.39739818,67.13463724,66.82466433,66.49571641,66.23379691,66.02290521,65.85978093,65.77398527
Europe & Central Asia,ECS,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,63.50783648,63.20235573,63.09747088,63.05359871,63.04452371,63.04526549,63.03809481,63.03110722,63.0238748,63.0693698,63.16461321,63.26092423,63.35479632,63.47492857,63.60015914,63.72586132,63.86705882,63.99129968,64.12079798,64.24228627,64.39793184,64.68157679,65.02891762,65.34604796,65.58005297,65.70517051,65.76565946,65.80422178,65.79442492,65.76697413,65.74907683,65.73584172,65.72264231,65.71141852,65.71217447,65.79098581,65.93649609,66.0985602,66.33885457,66.62497332,66.88281478,67.11139292,67.29928141,67.43629813,67.53453369,67.61926251,67.70124552,67.79353959,67.89046538,67.94714511,67.96941035,67.89441218,67.67436879,67.40845818,67.09958023,66.76790843,66.4446938,66.1195736,65.82517131,65.5334824,65.25862969,65.03898219,64.84198706,64.65189531,64.47622178
Ecuador,ECU,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,51.50342276,51.36976845,51.26059612,51.22943318,51.28805934,51.36885382,51.44075537,51.51743431,51.60203249,51.69800392,51.80519925,51.9267271,52.06911926,52.23228209,52.41473584,52.61844185,52.84307474,53.08551328,53.34770436,53.63434723,53.94685715,54.2790551,54.62841691,54.99620917,55.36942926,55.75059524,56.14481587,56.54430723,56.93283484,57.28501544,57.59464707,57.85565183,58.08920802,58.31098465,58.52160757,58.73204766,58.93809808,59.1468222,59.37733613,59.63577703,59.90360468,60.16812514,60.43225955,60.70479395,60.99620158,61.3079364,61.637473,61.97429466,62.28738846,62.56085569,62.82445523,63.09704153,63.37579663,63.67073967,63.9831016,64.31199003,64.67220799,65.04470191,65.40403582,65.73290869,66.04438562,66.35298567,66.63285532,66.90242754,67.2001523
"Egypt, Arab Rep.",EGY,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,54.03745226,53.93407128,53.959702,54.02768038,54.06964213,54.11094827,54.18295899,54.27854577,54.39799607,54.52959663,54.65004545,54.74500695,54.8196555,54.8822831,54.92896211,54.95323879,54.93686644,54.90594162,54.88175082,54.84397001,54.80657713,54.78570177,54.77897796,54.7885275,54.80790742,54.82162224,54.81993216,54.82881706,54.86460778,54.93423263,55.17511648,55.4589913,55.7135955,56.03066552,56.37279686,56.75671981,57.15799079,57.5677145,58.02776103,58.5241774,59.03415821,59.54498973,60.03837176,60.53129204,61.00845581,61.43247414,61.77267661,62.00946056,62.1474848,62.20470759,62.18271606,62.14800405,62.09610574,62.0110954,61.90342071,61.73683029,61.60087725,61.52898002,61.54467171,61.66436833,61.83467743,62.06724996,62.3202561,62.59519542,62.88904955
Euro area,EMU,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,64.73008379,64.49218462,64.37412508,64.29568015,64.16298653,63.98182307,63.77681891,63.55821561,63.3813406,63.27486811,63.18204264,63.11273239,63.10547537,63.15037871,63.2325458,63.34456051,63.51243855,63.70371817,63.92393785,64.21837678,64.61452193,65.14257511,65.72809686,66.31083172,66.8149514,67.10034203,67.25044341,67.37611215,67.45322377,67.50950635,67.53859196,67.57152408,67.59663307,67.56914267,67.48099971,67.45473068,67.48738282,67.45894333,67.41868582,67.34461571,67.23223211,67.11768312,67.02652409,66.96938009,66.89459517,66.77949066,66.65956616,66.58745006,66.50509559,66.35067836,66.21173709,66.05062878,65.81147604,65.55227848,65.28328939,65.0498882,64.84489772,64.63006007,64.44325626,64.27247312,64.11158528,63.93718652,63.76332963,63.60017972,63.39070985
Eritrea,ERI,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,55.74011114,55.82182321,55.87296373,55.83030011,55.72801686,55.51213632,55.22182413,54.94713576,54.65759302,54.39063602,54.12878492,53.86054504,53.62198292,53.45563447,53.39175743,53.38095881,53.32094248,53.23456307,53.16872682,53.11320728,53.06755677,53.02761101,52.98906905,53.06346965,53.22779057,53.34700729,53.43595474,53.38021114,53.18499196,52.96892276,52.72455315,52.60791411,52.42440853,52.58076952,52.67062539,53.58584819,54.09783769,53.22162718,52.4830669,51.947561,51.5953941,51.81722852,52.30367768,53.021569,53.66271617,53.68186217,53.4368016,53.2059102,53.43158777,53.66349422,53.76907371,53.97118878,54.11090625,54.21211989,54.12108695,53.96210521,53.95742245,54.08628002,54.45969092,54.94127821,55.50628549,56.12553105,56.68290195,57.17160855,57.66010777
Spain,ESP,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,64.39491565,64.2599937,64.10974988,64.07386344,64.00383969,63.73370837,63.41111796,63.16461441,62.94578128,62.73700022,62.53141014,62.37914826,62.30619388,62.26922213,62.31564143,62.36806925,62.35623591,62.36530222,62.45225795,62.6476434,62.88070048,63.22597592,63.65909634,64.06390658,64.48379651,64.88676774,65.24805002,65.58536567,65.92247886,66.27712984,66.66588973,67.06515006,67.43284886,67.7634415,68.06061424,68.31881716,68.50461556,68.6037623,68.64622723,68.66162014,68.63629272,68.52945731,68.50734932,68.64082196,68.86071436,68.94838324,68.920941,68.97282232,68.87108426,68.56367339,68.18598421,67.82234069,67.48347307,67.0770392,66.69309279,66.46145508,66.31436856,66.18659823,66.1319737,66.16937653,66.24087666,66.27830155,66.21609041,66.08764172,65.93281124
Estonia,EST,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,66.15670575,65.93061265,65.90143679,65.95038916,66.04271946,66.11667353,66.21450846,66.29934556,66.25149236,66.19864877,66.17235696,66.07951389,65.97026987,65.94365993,65.98030388,66.02800766,66.0498867,66.0150536,65.95720752,65.89905809,65.87428876,65.93821343,66.06702016,66.15464337,66.26466118,66.45277144,66.54269719,66.50977586,66.39930036,66.23918402,66.12530635,66.06588737,65.97484632,65.87222188,65.81624217,65.78786696,65.81959654,65.92318937,66.18500888,66.83004679,67.37559207,67.56009614,67.70634354,67.85972207,68.00112426,68.07112978,67.96148582,67.7748154,67.67052534,67.53171626,67.32367042,66.99551553,66.54584551,66.06283616,65.55321153,65.09692098,64.66266266,64.25707887,63.96064342,63.66851155,63.36153458,63.18470553,63.1367948,63.11761445,63.06504888
Ethiopia,ETH,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,54.9427864,55.02640543,55.09358027,55.08555976,54.98438978,54.73832785,54.41054177,54.0745892,53.7128886,53.36506927,53.01893757,52.64340803,52.2731937,51.97300939,51.77906174,51.63503017,51.45045546,51.27166925,51.13464169,51.01480047,50.90252877,50.80071778,50.74900773,50.84303421,51.05292474,51.22247838,51.33318837,51.33241339,51.25126143,51.15725334,51.04990302,51.06645692,51.04837023,50.89609604,50.74260889,50.60184835,50.44314062,50.22791679,49.98802308,49.78358249,49.63658571,49.56528388,49.58487771,49.66704709,49.7846004,49.93141383,50.12516807,50.39013381,50.71687422,51.10151436,51.54672271,52.03835224,52.56624963,53.11347053,53.66688118,54.21312456,54.74585151,55.25306725,55.70474513,56.1010549,56.48019563,56.84159433,57.1697806,57.46305247,57.71009971
European Union,EUU,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,64.50917486,64.33252475,64.28868307,64.29050907,64.25623958,64.18982691,64.10789256,63.99722755,63.90148963,63.86618573,63.85218729,63.84610867,63.85689676,63.88413133,63.90925303,63.92982032,63.98208381,64.04518399,64.14497096,64.31279063,64.57745926,64.98217198,65.48197869,66.02051434,66.46299597,66.68731749,66.79512135,66.88378785,66.94224453,67.00533374,67.06769675,67.14144922,67.21418295,67.24515991,67.22955648,67.26202368,67.34063705,67.37455205,67.40154511,67.40727061,67.39029027,67.37648705,67.37510992,67.39609587,67.39620364,67.35391532,67.29495065,67.25568537,67.18865256,67.05562058,66.91059123,66.71908173,66.45454747,66.16809522,65.86163639,65.57476703,65.30688883,65.02914529,64.7729176,64.53013801,64.3040128,64.09832553,63.92679168,63.76981622,63.57457141
Fragile and conflict affected situations,FCS,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,56.71325306,56.53003387,56.37728116,56.20814798,56.06014158,55.91055082,55.76076308,55.6294182,55.48401644,55.34572932,55.22300511,55.08877466,54.93688565,54.79317234,54.67055457,54.55604598,54.43012123,54.30720093,54.21576928,54.13031555,54.05750348,54.00813106,53.96696135,53.92164998,53.87351903,53.84596763,53.82522784,53.79782952,53.78271874,53.77558349,53.76240378,53.80735546,53.849006,53.8519112,53.91638634,54.03050118,54.07976011,54.11392272,54.21382363,54.34574685,54.45484215,54.54467677,54.60284159,54.64196349,54.69529338,54.75537228,54.82855022,54.92378183,55.00920837,55.07792196,55.15745618,55.22848705,55.26565775,55.29028535,55.31701685,55.36527796,55.46420778,55.5908942,55.73413699,55.89952837,56.09642995,56.32031286,56.53336277,56.77305428,57.04642898
Finland,FIN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,62.29236387,62.78790942,63.40028637,63.96489665,64.4200034,64.81222519,65.13480528,65.43567076,65.74113604,65.9815544,66.2307967,66.56949531,66.89999038,67.14098597,67.29796572,67.37594584,67.41193987,67.42609528,67.48954074,67.60164208,67.71752097,67.86674286,67.99397624,68.06072136,68.12603195,68.1054281,67.97228895,67.82998816,67.62052174,67.41693291,67.29815555,67.21374464,67.13593096,67.03313274,66.89572097,66.7542822,66.67033191,66.67610909,66.78204996,66.89481748,66.9298133,66.92069983,66.88517898,66.82657917,66.73165144,66.704371,66.60040505,66.53639545,66.56645105,66.45470804,66.18349854,65.69193917,65.10750934,64.50439075,63.93195762,63.43392702,63.0282056,62.65528114,62.31534084,62.06249675,61.84898687,61.67070469,61.55028667,61.48711733,61.46957694
Fiji,FJI,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,50.16949153,50.26778516,50.39770147,50.53710921,50.69716041,50.83515932,51.00321283,51.24355421,51.52122102,51.85052909,52.24741523,52.7176429,53.26476524,53.88620262,54.55520244,55.21369807,55.81533764,56.36378083,56.85837563,57.27874933,57.61046584,57.86171557,58.03807168,58.14673074,58.2130999,58.26166493,58.29379175,58.30997794,58.31289809,58.31616255,58.38156717,58.54505064,58.78275308,59.08423787,59.45033223,59.86170823,60.30347498,60.77713346,61.27903972,61.78524887,62.24436889,62.6350642,62.98243866,63.29739832,63.58166946,63.84263451,64.07885301,64.28780663,64.46193764,64.6072865,64.74738554,64.88920726,65.01005281,65.08308757,65.12163185,65.16033478,65.21710986,65.29991287,65.41605792,65.55681799,65.70762971,65.88821341,66.08836856,66.27165311,66.41974883
France,FRA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,61.98350403,61.91089404,62.05574992,62.20700465,62.26409245,62.29718882,62.28943433,62.25099072,62.24118521,62.26681027,62.30915862,62.32022348,62.32885426,62.36788472,62.46991521,62.59812129,62.77726331,62.96744726,63.13957163,63.35655263,63.69596531,64.21933977,64.74963018,65.22089986,65.64765503,65.83593172,65.85781689,65.91813456,65.97080825,65.97026004,65.8792865,65.71521924,65.57883807,65.49321112,65.42405404,65.37564663,65.34968873,65.32599773,65.26593101,65.16399475,65.06520738,65.00836594,64.99622857,65.02869131,65.04888378,65.0595224,65.10014309,65.09651577,64.99227463,64.83205056,64.68658958,64.40128521,63.98220232,63.62621489,63.26605904,62.90341155,62.6321731,62.39807654,62.17939556,61.98116662,61.81340106,61.70403987,61.59123512,61.46607928,61.34831708
Faroe Islands,FRO,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,59.20884917,59.4183607,59.61873981,59.76519454,59.86330985,59.87839437,59.86717912,59.84436111,59.77103301,59.68237637,59.68877798,59.86745214,60.08934839,60.26894403,60.40243355,60.51026068,60.63457624,60.84377298,61.14658788,61.46374732,61.77750949,62.11619351,62.47537977,62.83677147,63.14658514,63.36021063,63.53488473,63.708471,63.85253495,63.91210087,63.74928943,63.40246924,63.03655821,62.69372653,62.46816314,62.44240157,62.53819861,62.58082622,62.56738094,62.59910871,62.70462633,62.86980969,63.01172401,63.16699527,63.4685271,63.78345964,63.97914408,63.99409993,63.80469298,63.57796178,63.44990087,63.29640756,63.06169554,62.74505743,62.29467628,62.04198922,61.92841638,61.74093904,61.65301564,61.63787699,61.56332899,61.54033771,61.77260188,62.11721056,62.29659112
"Micronesia, Fed. Sts.",FSM,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,51.32370358,50.96166779,50.6052902,50.24819873,50.06760672,50.06264366,50.06745443,50.03667834,49.96483762,49.89719225,49.82434405,49.65820916,49.4231464,49.22092333,49.055872,49.08384437,49.27478511,49.44383984,49.49178401,49.45039572,49.44191094,49.47208141,49.53903599,49.64424684,49.79581536,49.99721315,50.25117459,50.5490624,50.74951208,50.87118572,51.06429375,51.34520965,51.78638729,52.30138419,52.79715792,53.37975143,54.040493,54.70014675,55.33702947,55.93506418,56.47558102,56.94763962,57.35584448,57.71652491,58.10472144,58.55248986,59.05002303,59.61203307,60.17955414,60.69518097,61.07011842,61.27272558,61.46584484,61.70014012,61.90911104,62.08314362,62.16393383,62.16940762,62.17979338,62.15928257,62.19904162,62.22289909,62.16155949,62.13947377,62.2023586
Gabon,GAB,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,60.80709952,60.4116419,60.01351381,59.58261518,59.14013927,58.74135218,58.36160393,57.9741364,57.58348085,57.25711327,56.97299048,56.64343711,56.27721592,55.90339364,55.54813603,55.21219516,54.88852291,54.57492865,54.26755497,53.96418438,53.66687645,53.37542158,53.09463236,52.82960473,52.58871915,52.38057442,52.20843086,52.07097684,51.96443043,51.8921785,51.86158047,51.87805724,51.94218304,52.05313744,52.21830595,52.4503155,52.74939996,53.09226583,53.46113075,53.85057238,54.25336467,54.66953932,55.10246183,55.54857871,56.00047411,56.45424139,56.90571802,57.34568149,57.75967147,58.12488414,58.42876156,58.68047674,58.90652906,59.12302211,59.29965106,59.40116301,59.41967504,59.3743799,59.30165991,59.23176532,59.18893073,59.1823318,59.21484219,59.29597227,59.43289976
United Kingdom,GBR,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,64.95593802,64.91473089,64.96872735,64.91058756,64.68722064,64.39611067,64.09060745,63.75704813,63.41465181,63.10536134,62.84184492,62.63625513,62.49818315,62.44055632,62.46951343,62.59804927,62.83402304,63.12933483,63.42672903,63.72586675,64.02982668,64.36421797,64.76737872,65.2110124,65.53347249,65.6265369,65.6245936,65.62980184,65.41186568,65.12903261,64.98103154,64.79302423,64.60900152,64.49481972,64.46533306,64.51331149,64.59129311,64.67707057,64.78849667,64.94488394,65.17567046,65.40978213,65.57530511,65.63519108,65.69620854,65.86418966,66.04982733,66.15673713,66.13987422,66.03245384,65.90306032,65.66788253,65.2614605,64.86985247,64.58118494,64.3494176,64.13356487,63.9059469,63.69246384,63.51988225,63.42787868,63.44655894,63.44042791,63.35272885,63.31518593
Georgia,GEO,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,63.82536139,63.39791551,63.13077802,62.99812996,62.94580635,62.97805849,62.77230095,62.29089485,61.89603318,61.65203958,61.74912652,62.12215801,62.53771315,62.95876906,63.38943758,63.82783579,64.24667217,64.65157866,65.02643664,65.35188875,65.61382863,65.81638338,65.99157834,66.08426367,66.0794808,66.04437151,66.00559536,65.95922206,65.88976117,65.78453628,65.56256874,65.24729625,64.936316,64.63627534,64.41012934,64.30193374,64.29812322,64.38974336,64.56930272,64.85257934,65.19203125,65.50794825,65.75030103,65.83657306,65.94080457,66.16738253,66.42854292,66.76467327,67.15189592,67.48972075,67.694664,67.73976381,67.63268622,67.38656516,66.96760052,66.43598401,65.89718984,65.39983427,64.93585958,64.4923615,64.11218233,63.83780601,63.71588788,63.64173582,63.56354411
Ghana,GHA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,51.67377761,51.10267943,50.46999097,49.94001768,49.53449237,49.22102538,48.96828555,48.76448169,48.59638925,48.46580985,48.40781161,48.46072432,48.58628039,48.7495106,48.9417429,49.14409744,49.50187887,49.97755426,50.40958088,50.79320707,51.15711679,51.51113298,51.80957984,52.06526958,52.18861517,52.16010755,52.05848402,51.96525395,51.96850792,52.0383226,52.12262235,52.17897442,52.2800497,52.48374591,52.76447956,53.01938475,53.22541772,53.52012581,53.90413006,54.26850148,54.59111629,54.93546075,55.30148068,55.64318518,55.96682467,56.26851995,56.54748497,56.82691165,57.10018901,57.3401455,57.51211251,57.62074456,57.70667524,57.79128479,57.89279799,58.03438224,58.23049367,58.47928047,58.74680982,59.01230192,59.30683573,59.61735053,59.90936661,60.1892662,60.47353659
Gibraltar,GIB,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.74705802,66.19573417,66.20714511,66.02720461,66.00900708,65.92051261,65.74958578,65.64392652,65.62603851,65.61895829,65.51588196,65.23380396,64.95355356,64.81215841,64.76066944,64.85814461,64.98960351,65.0229682,65.07944878,65.22948783,65.46529267,65.72025052,65.72744655,65.52396199,65.38246692,65.36896745,65.44822352,65.60186503,65.79438917,66.11723274,66.61029412,67.0179939,67.01452834,66.68575334,66.32585631,66.07005881,65.96209117,65.87448336,65.74864376,65.67239636,65.69706594,65.92182811,65.99295749,65.7901252,65.61553195,65.47910916,65.60958302,65.9857031,66.30990547,66.43091198,66.11623144,65.71541377,65.47503825,65.17935663,64.83863103,64.52059953,64.33590326,64.28331557,64.30395364,64.3911647,64.51635198,64.60382273,64.64457119,64.73661637,64.73721681
